List of all registered Items:
"REGISTRY_NAME","MOD_ID"
"<botania:biomestoneb4slab>","botania"
"<botania:biomestoneb4stairs>","botania"
"<botania:biomestoneb5slab>","botania"
"<botania:biomestoneb5stairs>","botania"
"<botania:biomestoneb6slab>","botania"
"<botania:biomestoneb6stairs>","botania"
"<botania:biomestoneb7slab>","botania"
"<botania:biomestoneb7stairs>","botania"
"<botania:blackholetalisman>","botania"
"<botania:blacklotus>","botania"
"<botania:blacklotus:1>","botania"
"<botania:blazeblock>","botania"
"<botania:bloodpendant>","botania"
"<botania:bloodpendant>.withTag({brewKey: ""speed""})","botania"
"<botania:bloodpendant>.withTag({brewKey: ""strength""})","botania"
"<botania:bloodpendant>.withTag({brewKey: ""haste""})","botania"
"<botania:bloodpendant>.withTag({brewKey: ""jumpBoost""})","botania"
"<botania:bloodpendant>.withTag({brewKey: ""regen""})","botania"
"<botania:bloodpendant>.withTag({brewKey: ""regenWeak""})","botania"
"<botania:bloodpendant>.withTag({brewKey: ""resistance""})","botania"
"<botania:bloodpendant>.withTag({brewKey: ""fireResistance""})","botania"
"<botania:bloodpendant>.withTag({brewKey: ""waterBreathing""})","botania"
"<botania:bloodpendant>.withTag({brewKey: ""nightVision""})","botania"
"<botania:bloodpendant>.withTag({brewKey: ""soulCross""})","botania"
"<botania:bloodpendant>.withTag({brewKey: ""featherFeet""})","botania"
"<botania:bloodpendant>.withTag({brewKey: ""emptiness""})","botania"
"<botania:bloodpendant>.withTag({brewKey: ""bloodthirst""})","botania"
"<botania:bloodpendant>.withTag({brewKey: ""allure""})","botania"
"<botania:brewery>","botania"
"<botania:brewflask>.withTag({brewKey: ""speed""})","botania"
"<botania:brewflask>.withTag({brewKey: ""strength""})","botania"
"<botania:brewflask>.withTag({brewKey: ""haste""})","botania"
"<botania:brewflask>.withTag({brewKey: ""healing""})","botania"
"<botania:brewflask>.withTag({brewKey: ""jumpBoost""})","botania"
"<botania:brewflask>.withTag({brewKey: ""regen""})","botania"
"<botania:brewflask>.withTag({brewKey: ""regenWeak""})","botania"
"<botania:brewflask>.withTag({brewKey: ""resistance""})","botania"
"<botania:brewflask>.withTag({brewKey: ""fireResistance""})","botania"
"<botania:brewflask>.withTag({brewKey: ""waterBreathing""})","botania"
"<botania:brewflask>.withTag({brewKey: ""invisibility""})","botania"
"<botania:brewflask>.withTag({brewKey: ""nightVision""})","botania"
"<botania:brewflask>.withTag({brewKey: ""absorption""})","botania"
"<botania:brewflask>.withTag({brewKey: ""overload""})","botania"
"<botania:brewflask>.withTag({brewKey: ""soulCross""})","botania"
"<botania:brewflask>.withTag({brewKey: ""featherFeet""})","botania"
"<botania:brewflask>.withTag({brewKey: ""emptiness""})","botania"
"<botania:brewflask>.withTag({brewKey: ""bloodthirst""})","botania"
"<botania:brewflask>.withTag({brewKey: ""allure""})","botania"
"<botania:brewflask>.withTag({brewKey: ""clear""})","botania"
"<botania:brewvial>.withTag({brewKey: ""speed""})","botania"
"<botania:brewvial>.withTag({brewKey: ""strength""})","botania"
"<botania:brewvial>.withTag({brewKey: ""haste""})","botania"
"<botania:brewvial>.withTag({brewKey: ""healing""})","botania"
"<botania:brewvial>.withTag({brewKey: ""jumpBoost""})","botania"
"<botania:brewvial>.withTag({brewKey: ""regen""})","botania"
"<botania:brewvial>.withTag({brewKey: ""regenWeak""})","botania"
"<botania:brewvial>.withTag({brewKey: ""resistance""})","botania"
"<botania:brewvial>.withTag({brewKey: ""fireResistance""})","botania"
"<botania:brewvial>.withTag({brewKey: ""waterBreathing""})","botania"
"<botania:brewvial>.withTag({brewKey: ""invisibility""})","botania"
"<botania:brewvial>.withTag({brewKey: ""nightVision""})","botania"
"<botania:brewvial>.withTag({brewKey: ""absorption""})","botania"
"<botania:brewvial>.withTag({brewKey: ""overload""})","botania"
"<botania:brewvial>.withTag({brewKey: ""soulCross""})","botania"
"<botania:brewvial>.withTag({brewKey: ""featherFeet""})","botania"
"<botania:brewvial>.withTag({brewKey: ""emptiness""})","botania"
"<botania:brewvial>.withTag({brewKey: ""bloodthirst""})","botania"
"<botania:brewvial>.withTag({brewKey: ""allure""})","botania"
"<botania:brewvial>.withTag({brewKey: ""clear""})","botania"
"<botania:cacophonium>","botania"
"<botania:cacophoniumblock>","botania"
"<botania:cellblock>","botania"
"<botania:clip>","botania"
"<botania:cloudpendant>","botania"
"<botania:cobblerod>","botania"
"<botania:cocoon>","botania"
"<botania:conjurationcatalyst>","botania"
"<botania:corporeacrystalcube>","botania"
"<botania:corporeafunnel>","botania"
"<botania:corporeaindex>","botania"
"<botania:corporeainterceptor>","botania"
"<botania:corporearetainer>","botania"
"<botania:corporeaspark>","botania"
"<botania:corporeaspark:1>","botania"
"<botania:cosmetic>","botania"
"<botania:cosmetic:1>","botania"
"<botania:cosmetic:2>","botania"
"<botania:cosmetic:3>","botania"
"<botania:cosmetic:4>","botania"
"<botania:cosmetic:5>","botania"
"<botania:cosmetic:6>","botania"
"<botania:cosmetic:7>","botania"
"<botania:cosmetic:8>","botania"
"<botania:cosmetic:9>","botania"
"<botania:cosmetic:10>","botania"
"<botania:cosmetic:11>","botania"
"<botania:cosmetic:12>","botania"
"<botania:cosmetic:13>","botania"
"<botania:cosmetic:14>","botania"
"<botania:cosmetic:15>","botania"
"<botania:cosmetic:16>","botania"
"<botania:cosmetic:17>","botania"
"<botania:cosmetic:18>","botania"
"<botania:cosmetic:19>","botania"
"<botania:cosmetic:20>","botania"
"<botania:cosmetic:21>","botania"
"<botania:cosmetic:22>","botania"
"<botania:cosmetic:23>","botania"
"<botania:cosmetic:24>","botania"
"<botania:cosmetic:25>","botania"
"<botania:cosmetic:26>","botania"
"<botania:cosmetic:27>","botania"
"<botania:cosmetic:28>","botania"
"<botania:cosmetic:29>","botania"
"<botania:cosmetic:30>","botania"
"<botania:cosmetic:31>","botania"
"<botania:craftinghalo>","botania"
"<botania:craftpattern>","botania"
"<botania:craftpattern:1>","botania"
"<botania:craftpattern:2>","botania"
"<botania:craftpattern:3>","botania"
"<botania:craftpattern:4>","botania"
"<botania:craftpattern:5>","botania"
"<botania:craftpattern:6>","botania"
"<botania:craftpattern:7>","botania"
"<botania:craftpattern:8>","botania"
"<botania:crystalbow>","botania"
"<botania:custombrick>","botania"
"<botania:custombrick:1>","botania"
"<botania:custombrick:2>","botania"
"<botania:custombrick:3>","botania"
"<botania:custombrick:4>","botania"
"<botania:custombrick:5>","botania"
"<botania:custombrick:6>","botania"
"<botania:custombrick:7>","botania"
"<botania:custombrick:8>","botania"
"<botania:custombrick:9>","botania"
"<botania:custombrick:10>","botania"
"<botania:custombrick:11>","botania"
"<botania:custombrick:12>","botania"
"<botania:custombrick:13>","botania"
"<botania:custombrick:14>","botania"
"<botania:custombrick:15>","botania"
"<botania:dice>","botania"
"<botania:dirtrod>","botania"
"<botania:distributor>","botania"
"<botania:divacharm>","botania"
"<botania:diviningrod>","botania"
"<botania:dodgering>","botania"
"<botania:doubleflower1>","botania"
"<botania:doubleflower1:1>","botania"
"<botania:doubleflower1:2>","botania"
"<botania:doubleflower1:3>","botania"
"<botania:doubleflower1:4>","botania"
"<botania:doubleflower1:5>","botania"
"<botania:doubleflower1:6>","botania"
"<botania:doubleflower1:7>","botania"
"<botania:doubleflower2>","botania"
"<botania:doubleflower2:1>","botania"
"<botania:doubleflower2:2>","botania"
"<botania:doubleflower2:3>","botania"
"<botania:doubleflower2:4>","botania"
"<botania:doubleflower2:5>","botania"
"<botania:doubleflower2:6>","botania"
"<botania:doubleflower2:7>","botania"
"<botania:dreamwood>","botania"
"<botania:dreamwood:1>","botania"
"<botania:dreamwood:2>","botania"
"<botania:dreamwood:3>","botania"
"<botania:dreamwood:4>","botania"
"<botania:dreamwood:5>","botania"
"<botania:dreamwood0slab>","botania"
"<botania:dreamwood0stairs>","botania"
"<botania:dreamwood0wall>","botania"
"<botania:dreamwood1slab>","botania"
"<botania:dreamwood1stairs>","botania"
"<botania:dye>","botania"
"<botania:dye:1>","botania"
"<botania:dye:2>","botania"
"<botania:dye:3>","botania"
"<botania:dye:4>","botania"
"<botania:dye:5>","botania"
"<botania:dye:6>","botania"
"<botania:dye:7>","botania"
"<botania:dye:8>","botania"
"<botania:dye:9>","botania"
"<botania:dye:10>","botania"
"<botania:dye:11>","botania"
"<botania:dye:12>","botania"
"<botania:dye:13>","botania"
"<botania:dye:14>","botania"
"<botania:dye:15>","botania"
"<botania:elementiumaxe>","botania"
"<botania:elementiumboots>","botania"
"<botania:elementiumchest>","botania"
"<botania:elementiumhelm>","botania"
"<botania:elementiumhelmreveal>","botania"
"<botania:elementiumlegs>","botania"
"<botania:elementiumpick>","botania"
"<botania:elementiumshears>","botania"
"<botania:elementiumshovel>","botania"
"<botania:elementiumsword>","botania"
"<botania:elfglass>","botania"
"<botania:elfglasspane>","botania"
"<botania:enchantedsoil>","botania"
"<botania:enchanter>","botania"
"<botania:enderdagger>","botania"
"<botania:endereyeblock>","botania"
"<botania:enderhand>","botania"
"<botania:exchangerod>","botania"
"<botania:felpumpkin>","botania"
"<botania:fertilizer>","botania"
"<botania:firerod>","botania"
"<botania:flighttiara>","botania"
"<botania:flighttiara:1>","botania"
"<botania:flighttiara:2>","botania"
"<botania:flighttiara:3>","botania"
"<botania:flighttiara:4>","botania"
"<botania:flighttiara:5>","botania"
"<botania:flighttiara:6>","botania"
"<botania:flighttiara:7>","botania"
"<botania:flighttiara:8>","botania"
"<botania:floatingspecialflower>.withTag({type: ""puredaisy""})","botania"
"<botania:floatingspecialflower>.withTag({type: ""manastar""})","botania"
"<botania:floatingspecialflower>.withTag({type: ""endoflame""})","botania"
"<botania:floatingspecialflower>.withTag({type: ""hydroangeas""})","botania"
"<botania:floatingspecialflower>.withTag({type: ""thermalily""})","botania"
"<botania:floatingspecialflower>.withTag({type: ""arcanerose""})","botania"
"<botania:floatingspecialflower>.withTag({type: ""munchdew""})","botania"
"<botania:floatingspecialflower>.withTag({type: ""entropinnyum""})","botania"
"<botania:floatingspecialflower>.withTag({type: ""kekimurus""})","botania"
"<botania:floatingspecialflower>.withTag({type: ""gourmaryllis""})","botania"
"<botania:floatingspecialflower>.withTag({type: ""narslimmus""})","botania"
"<botania:floatingspecialflower>.withTag({type: ""spectrolus""})","botania"
"<botania:floatingspecialflower>.withTag({type: ""rafflowsia""})","botania"
"<botania:floatingspecialflower>.withTag({type: ""shulk_me_not""})","botania"
"<botania:floatingspecialflower>.withTag({type: ""dandelifeon""})","botania"
"<botania:floatingspecialflower>.withTag({type: ""jadedAmaranthus""})","botania"
"<botania:floatingspecialflower>.withTag({type: ""bellethorn""})","botania"
"<botania:floatingspecialflower>.withTag({type: ""bellethornChibi""})","botania"
"<botania:floatingspecialflower>.withTag({type: ""dreadthorn""})","botania"
"<botania:floatingspecialflower>.withTag({type: ""heiseiDream""})","botania"
"<botania:floatingspecialflower>.withTag({type: ""tigerseye""})","botania"
"<botania:floatingspecialflower>.withTag({type: ""marimorphosis""})","botania"
"<botania:floatingspecialflower>.withTag({type: ""marimorphosisChibi""})","botania"
"<botania:floatingspecialflower>.withTag({type: ""orechid""})","botania"
"<botania:floatingspecialflower>.withTag({type: ""orechidIgnem""})","botania"
"<botania:floatingspecialflower>.withTag({type: ""fallenKanade""})","botania"
"<botania:floatingspecialflower>.withTag({type: ""exoflame""})","botania"
"<botania:floatingspecialflower>.withTag({type: ""agricarnation""})","botania"
"<botania:floatingspecialflower>.withTag({type: ""agricarnationChibi""})","botania"
"<botania:floatingspecialflower>.withTag({type: ""hopperhock""})","botania"
"<botania:floatingspecialflower>.withTag({type: ""hopperhockChibi""})","botania"
"<botania:floatingspecialflower>.withTag({type: ""rannuncarpus""})","botania"
"<botania:floatingspecialflower>.withTag({type: ""rannuncarpusChibi""})","botania"
"<botania:floatingspecialflower>.withTag({type: ""tangleberrie""})","botania"
"<botania:floatingspecialflower>.withTag({type: ""jiyuulia""})","botania"
"<botania:floatingspecialflower>.withTag({type: ""hyacidus""})","botania"
"<botania:floatingspecialflower>.withTag({type: ""medumone""})","botania"
"<botania:floatingspecialflower>.withTag({type: ""pollidisiac""})","botania"
"<botania:floatingspecialflower>.withTag({type: ""clayconia""})","botania"
"<botania:floatingspecialflower>.withTag({type: ""clayconiaChibi""})","botania"
"<botania:floatingspecialflower>.withTag({type: ""loonium""})","botania"
"<botania:floatingspecialflower>.withTag({type: ""daffomill""})","botania"
"<botania:floatingspecialflower>.withTag({type: ""vinculotus""})","botania"
"<botania:floatingspecialflower>.withTag({type: ""spectranthemum""})","botania"
"<botania:floatingspecialflower>.withTag({type: ""bubbell""})","botania"
"<botania:floatingspecialflower>.withTag({type: ""bubbellChibi""})","botania"
"<botania:floatingspecialflower>.withTag({type: ""solegnolia""})","botania"
"<botania:floatingspecialflower>.withTag({type: ""solegnoliaChibi""})","botania"
"<botania:floatingspecialflower>.withTag({type: ""bergamute""})","botania"
"<botania:flower>","botania"
"<botania:flower:1>","botania"
"<botania:flower:2>","botania"
"<botania:flower:3>","botania"
"<botania:flower:4>","botania"
"<botania:flower:5>","botania"
"<botania:flower:6>","botania"
"<botania:flower:7>","botania"
"<botania:flower:8>","botania"
"<botania:flower:9>","botania"
"<botania:flower:10>","botania"
"<botania:flower:11>","botania"
"<botania:flower:12>","botania"
"<botania:flower:13>","botania"
"<botania:flower:14>","botania"
"<botania:flower:15>","botania"
"<botania:flowerbag>","botania"
"<botania:flugeleye>","botania"
"<botania:forestdrum>","botania"
"<botania:forestdrum:1>","botania"
"<botania:forestdrum:2>","botania"
"<botania:foresteye>","botania"
"<botania:gaiahead>","botania"
"<botania:ghostrail>","botania"
"<botania:glasspick>","botania"
"<botania:goddesscharm>","botania"
"<botania:grasshorn>","botania"
"<botania:grasshorn:1>","botania"
"<botania:grasshorn:2>","botania"
"<botania:grassseeds>","botania"
"<botania:grassseeds:1>","botania"
"<botania:grassseeds:2>","botania"
"<botania:grassseeds:3>","botania"
"<botania:grassseeds:4>","botania"
"<botania:grassseeds:5>","botania"
"<botania:grassseeds:6>","botania"
"<botania:grassseeds:7>","botania"
"<botania:grassseeds:8>","botania"
"<botania:gravityrod>","botania"
"<botania:holycloak>","botania"
"<botania:hourglass>","botania"
"<botania:icependant>","botania"
"<botania:incenseplate>","botania"
"<botania:incensestick>","botania"
"<botania:incensestick>.withTag({brewKey: ""speed""})","botania"
"<botania:incensestick>.withTag({brewKey: ""strength""})","botania"
"<botania:incensestick>.withTag({brewKey: ""haste""})","botania"
"<botania:incensestick>.withTag({brewKey: ""jumpBoost""})","botania"
"<botania:incensestick>.withTag({brewKey: ""regen""})","botania"
"<botania:incensestick>.withTag({brewKey: ""regenWeak""})","botania"
"<botania:incensestick>.withTag({brewKey: ""resistance""})","botania"
"<botania:incensestick>.withTag({brewKey: ""fireResistance""})","botania"
"<botania:incensestick>.withTag({brewKey: ""waterBreathing""})","botania"
"<botania:incensestick>.withTag({brewKey: ""invisibility""})","botania"
"<botania:incensestick>.withTag({brewKey: ""nightVision""})","botania"
"<botania:incensestick>.withTag({brewKey: ""soulCross""})","botania"
"<botania:incensestick>.withTag({brewKey: ""featherFeet""})","botania"
"<botania:incensestick>.withTag({brewKey: ""emptiness""})","botania"
"<botania:incensestick>.withTag({brewKey: ""bloodthirst""})","botania"
"<botania:incensestick>.withTag({brewKey: ""allure""})","botania"
"<botania:infinitefruit>","botania"
"<botania:invisibilitycloak>","botania"
"<botania:itemfinder>","botania"
"<botania:keepivy>","botania"
"<botania:kingkey>","botania"
"<botania:knockbackbelt>","botania"
"<botania:laputashard>","botania"
"<botania:laputashard:4>","botania"
"<botania:laputashard:9>","botania"
"<botania:laputashard:14>","botania"
"<botania:laputashard:19>","botania"
"<botania:lavapendant>","botania"
"<botania:lens>","botania"
"<botania:lens:1>","botania"
"<botania:lens:2>","botania"
"<botania:lens:3>","botania"
"<botania:lens:4>","botania"
"<botania:lens:5>","botania"
"<botania:lens:6>","botania"
"<botania:lens:7>","botania"
"<botania:lens:8>","botania"
"<botania:lens:9>","botania"
"<botania:lens:10>","botania"
"<botania:lens:11>","botania"
"<botania:lens:12>","botania"
"<botania:lens:13>","botania"
"<botania:lens:14>","botania"
"<botania:lens:15>","botania"
"<botania:lens:16>","botania"
"<botania:lens:17>","botania"
"<botania:lens:18>","botania"
"<botania:lens:19>","botania"
"<botania:lens:20>","botania"
"<botania:lens:21>","botania"
"<botania:lens:22>","botania"
"<botania:lens:23>","botania"
"<botania:lexicon>","botania"
"<botania:lexicon>.withTag({""knowledge.minecraft"": 1 as byte, ""knowledge.alfheim"": 1 as byte, ""knowledge.creative"": 1 as byte, ""knowledge.relic"": 1 as byte})","botania"
"<botania:lightlauncher>","botania"
"<botania:lightrelay>","botania"
"<botania:lightrelay:1>","botania"
"<botania:lightrelay:2>","botania"
"<botania:lightrelay:3>","botania"
"<botania:livingrock>","botania"
"<botania:livingrock:1>","botania"
"<botania:livingrock:2>","botania"
"<botania:livingrock:3>","botania"
"<botania:livingrock:4>","botania"
"<botania:livingrock0slab>","botania"
"<botania:livingrock0stairs>","botania"
"<botania:livingrock0wall>","botania"
"<botania:livingrock1slab>","botania"
"<botania:livingrock1stairs>","botania"
"<botania:livingwood>","botania"
"<botania:livingwood:1>","botania"
"<botania:livingwood:2>","botania"
"<botania:livingwood:3>","botania"
"<botania:livingwood:4>","botania"
"<botania:livingwood:5>","botania"
"<botania:livingwood0slab>","botania"
"<botania:livingwood0stairs>","botania"
"<botania:livingwood0wall>","botania"
"<botania:livingwood1slab>","botania"
"<botania:livingwood1stairs>","botania"
"<botania:livingwoodbow>","botania"
"<botania:lokiring>","botania"
"<botania:magnetring>","botania"
"<botania:magnetringgreater>","botania"
"<botania:manabomb>","botania"
"<botania:manabottle>","botania"
"<botania:manacookie>","botania"
"<botania:manadetector>","botania"
"<botania:managlass>","botania"
"<botania:managlasspane>","botania"
"<botania:managun>","botania"
"<botania:manainkwell:150>","botania"
"<botania:manainkwell>","botania"
"<botania:manamirror>","botania"
"<botania:manaresource>","botania"
"<botania:manaresource:1>","botania"
"<botania:manaresource:2>","botania"
"<botania:manaresource:3>","botania"
"<botania:manaresource:4>","botania"
"<botania:manaresource:5>","botania"
"<botania:manaresource:6>","botania"
"<botania:manaresource:7>","botania"
"<botania:manaresource:8>","botania"
"<botania:manaresource:9>","botania"
"<botania:manaresource:11>","botania"
"<botania:manaresource:12>","botania"
"<botania:manaresource:13>","botania"
"<botania:manaresource:14>","botania"
"<botania:manaresource:15>","botania"
"<botania:manaresource:16>","botania"
"<botania:manaresource:17>","botania"
"<botania:manaresource:18>","botania"
"<botania:manaresource:19>","botania"
"<botania:manaresource:20>","botania"
"<botania:manaresource:21>","botania"
"<botania:manaresource:22>","botania"
"<botania:manaresource:23>","botania"
"<botania:manaring>","botania"
"<botania:manaring>.withTag({mana: 500000})","botania"
"<botania:manaringgreater>","botania"
"<botania:manaringgreater>.withTag({mana: 2000000})","botania"
"<botania:manasteelaxe>","botania"
"<botania:manasteelboots>","botania"
"<botania:manasteelchest>","botania"
"<botania:manasteelhelm>","botania"
"<botania:manasteelhelmreveal>","botania"
"<botania:manasteellegs>","botania"
"<botania:manasteelpick>","botania"
"<botania:manasteelshears>","botania"
"<botania:manasteelshovel>","botania"
"<botania:manasteelsword>","botania"
"<botania:manatablet>","botania"
"<botania:manatablet>.withTag({mana: 500000})","botania"
"<botania:manatablet>.withTag({mana: 500000, creative: 1 as byte})","botania"
"<botania:manavoid>","botania"
"<botania:manaweaveboots>","botania"
"<botania:manaweavechest>","botania"
"<botania:manaweavehelm>","botania"
"<botania:manaweavelegs>","botania"
"<botania:miniisland>","botania"
"<botania:miniisland:1>","botania"
"<botania:miniisland:2>","botania"
"<botania:miniisland:3>","botania"
"<botania:miniisland:4>","botania"
"<botania:miniisland:5>","botania"
"<botania:miniisland:6>","botania"
"<botania:miniisland:7>","botania"
"<botania:miniisland:8>","botania"
"<botania:miniisland:9>","botania"
"<botania:miniisland:10>","botania"
"<botania:miniisland:11>","botania"
"<botania:miniisland:12>","botania"
"<botania:miniisland:13>","botania"
"<botania:miniisland:14>","botania"
"<botania:miniisland:15>","botania"
"<botania:miningring>","botania"
"<botania:missilerod>","botania"
"<botania:monocle>","botania"
"<botania:mushroom>","botania"
"<botania:mushroom:1>","botania"
"<botania:mushroom:2>","botania"
"<botania:mushroom:3>","botania"
"<botania:mushroom:4>","botania"
"<botania:mushroom:5>","botania"
"<botania:mushroom:6>","botania"
"<botania:mushroom:7>","botania"
"<botania:mushroom:8>","botania"
"<botania:mushroom:9>","botania"
"<botania:mushroom:10>","botania"
"<botania:mushroom:11>","botania"
"<botania:mushroom:12>","botania"
"<botania:mushroom:13>","botania"
"<botania:mushroom:14>","botania"
"<botania:mushroom:15>","botania"
"<botania:obediencestick>","botania"
"<botania:odinring>","botania"
"<botania:openbucket>","botania"
"<botania:opencrate>","botania"
"<botania:opencrate:1>","botania"
"<botania:overgrowthseed>","botania"
"<botania:pavement>","botania"
"<botania:pavement:1>","botania"
"<botania:pavement:2>","botania"
"<botania:pavement:3>","botania"
"<botania:pavement:4>","botania"
"<botania:pavement:5>","botania"
"<botania:pavement0slab>","botania"
"<botania:pavement0stairs>","botania"
"<botania:pavement1slab>","botania"
"<botania:pavement1stairs>","botania"
"<botania:pavement2slab>","botania"
"<botania:pavement2stairs>","botania"
"<botania:pavement3slab>","botania"
"<botania:pavement3stairs>","botania"
"<botania:pavement4slab>","botania"
"<botania:pavement4stairs>","botania"
"<botania:pavement5slab>","botania"
"<botania:pavement5stairs>","botania"
"<botania:pestleandmortar>","botania"
"<botania:petal>","botania"
"<botania:petal:1>","botania"
"<botania:petal:2>","botania"
"<botania:petal:3>","botania"
"<botania:petal:4>","botania"
"<botania:petal:5>","botania"
"<botania:petal:6>","botania"
"<botania:petal:7>","botania"
"<botania:petal:8>","botania"
"<botania:petal:9>","botania"
"<botania:petal:10>","botania"
"<botania:petal:11>","botania"
"<botania:petal:12>","botania"
"<botania:petal:13>","botania"
"<botania:petal:14>","botania"
"<botania:petal:15>","botania"
"<botania:petalblock>","botania"
"<botania:petalblock:1>","botania"
"<botania:petalblock:2>","botania"
"<botania:petalblock:3>","botania"
"<botania:petalblock:4>","botania"
"<botania:petalblock:5>","botania"
"<botania:petalblock:6>","botania"
"<botania:petalblock:7>","botania"
"<botania:petalblock:8>","botania"
"<botania:petalblock:9>","botania"
"<botania:petalblock:10>","botania"
"<botania:petalblock:11>","botania"
"<botania:petalblock:12>","botania"
"<botania:petalblock:13>","botania"
"<botania:petalblock:14>","botania"
